"","gameID","sketchID","numBackground","numCausal","numFunctional","numSymbol","totalStrokes","propCausal","propFunctional","propSymbol","propBackground","_id","advance","batch","condition","corrKey","iterationName","key_press","keyboard_response","numTrials","orig_gameID","phase","prolificID","recruitmentPlatform","rt","rt_annotationToKeyResponse","sessionID","studyID","timeAnnotationPresented","timeMachinePresented","time_elapsed","toy_id","trialNum","trial_type","experiment_id","credit_token","corr_roi","causal_roi","legend","corrAns"
"23","0076-1875687d-50c7-4be1-9eb4-2717f7fd4663","gears_2.9393-2960082e-f208-4821-ac8e-759fbc3f4d02",0,2,2,0,4,0.5,0.5,0,0,"5ff960ca6e524f75b8b22f15","[' ']","8","depictive",3,"pilot8",1,1610178761624,6,"9393-2960082e-f208-4821-ac8e-759fbc3f4d02","intervention",NA,"sona",NA,2534,NA,NA,1610178759090,1610178753088,318394,"gears_2",3,"image-keyboard-response",NA,NA,"1","causal",1,1
"24","0076-1875687d-50c7-4be1-9eb4-2717f7fd4663","pulleys_1.5854-18de046e-63e2-4225-89ae-e606873818b0",1,4,0,0,5,0.8,0,0,0.2,"5ff960e16e524f75b8b22f16","[' ']","8","explanatory",1,"pilot8",1,1610178784672,6,"5854-18de046e-63e2-4225-89ae-e606873818b0","intervention",NA,"sona",NA,16044,NA,NA,1610178768628,1610178762626,341442,"pulleys_1",4,"image-keyboard-response",NA,NA,"0","noncausal",0,0
"25","0085-aaaea9f0-a9f0-4831-8d19-85a2a12dc61f","pulleys_1.1568-93d31830-7fa2-4f39-8dac-4da643666140",12,7,8,8,35,0.2,0.228571428571429,0.228571428571429,0.342857142857143,"604848b687b1e97510af738a","[' ']","15","explanatory",1,"pilot11",1,1615349942072,6,"1568-93d31830-7fa2-4f39-8dac-4da643666140","intervention",NA,"sona",NA,1428,NA,NA,1615349940644,1615349934637,205865,"pulleys_1",0,"image-keyboard-response",1957,"94edbf1cbf524148b93e396bc6194eae","0","noncausal",0,0
"26","0085-aaaea9f0-a9f0-4831-8d19-85a2a12dc61f","levers_1.8311-fcc6caca-cdbd-4ff0-9415-77b90229a1f1",28,5,4,0,37,0.135135135135135,0.108108108108108,0,0.756756756756757,"604848bf87b1e97510af738b","[' ']","15","explanatory",2,"pilot11",0,1615349951836,6,"8311-fcc6caca-cdbd-4ff0-9415-77b90229a1f1","intervention",NA,"sona",NA,2752,NA,NA,1615349949084,1615349943078,215629,"levers_1",1,"image-keyboard-response",1957,"94edbf1cbf524148b93e396bc6194eae","1","noncausal",1,0
"27","0085-aaaea9f0-a9f0-4831-8d19-85a2a12dc61f","gears_1.3890-0990b186-d2cb-4b92-98cb-eb634cf917b8",11,2,2,3,18,0.111111111111111,0.111111111111111,0.166666666666667,0.611111111111111,"604848db87b1e97510af738e","[' ']","15","explanatory",4,"pilot11",1,1615349979093,6,"3890-0990b186-d2cb-4b92-98cb-eb634cf917b8","intervention",NA,"sona",NA,2715,NA,NA,1615349976378,1615349970365,242886,"gears_1",4,"image-keyboard-response",1957,"94edbf1cbf524148b93e396bc6194eae","0","noncausal",0,0
"28","0085-aaaea9f0-a9f0-4831-8d19-85a2a12dc61f","gears_2.1887-0675d919-20c4-4940-9610-d294d43c9bc1",4,4,3,0,11,0.363636363636364,0.272727272727273,0,0.363636363636364,"604848c887b1e97510af738c","[' ']","15","depictive",3,"pilot11",0,1615349960629,6,"1887-0675d919-20c4-4940-9610-d294d43c9bc1","intervention",NA,"sona",NA,1773,NA,NA,1615349958856,1615349952845,224421,"gears_2",2,"image-keyboard-response",1957,"94edbf1cbf524148b93e396bc6194eae","1","noncausal",1,0
"29","0085-aaaea9f0-a9f0-4831-8d19-85a2a12dc61f","pulleys_2.0366-5aa209bd-fda5-4afd-b896-9371d73ab1df",9,8,7,4,28,0.285714285714286,0.25,0.142857142857143,0.321428571428571,"604848d187b1e97510af738d","[' ']","15","explanatory",1,"pilot11",1,1615349969357,6,"0366-5aa209bd-fda5-4afd-b896-9371d73ab1df","intervention",NA,"sona",NA,1715,NA,NA,1615349967642,1615349961634,233150,"pulleys_2",3,"image-keyboard-response",1957,"94edbf1cbf524148b93e396bc6194eae","1","causal",1,1
"30","0085-aaaea9f0-a9f0-4831-8d19-85a2a12dc61f","levers_2.6913-0d12dbb2-8462-4303-b6cf-7479942d1541",16,0,2,0,18,0,0.111111111111111,0,0.888888888888889,"604848e387b1e97510af738f","[' ']","15","depictive",2,"pilot11",1,1615349987232,6,"6913-0d12dbb2-8462-4303-b6cf-7479942d1541","intervention",NA,"sona",NA,1119,NA,NA,1615349986113,1615349980101,251025,"levers_2",5,"image-keyboard-response",1957,"94edbf1cbf524148b93e396bc6194eae","0","noncausal",0,0
"31","0182-da6faa71-2698-413d-bb20-2b214d5df4a8","levers_1.5369-de50eae9-8b3d-44d0-89c1-b279c4fea591",0,1,7,4,12,0.0833333333333333,0.583333333333333,0.333333333333333,0,"5ff8e40d6e524f75b8b22df0","[' ']","1","explanatory",NA,"pilot7",1,1610146829441,6,"5369-de50eae9-8b3d-44d0-89c1-b279c4fea591","intervention_patch",NA,"sona",NA,8166,NA,NA,1610146821275,1610146815272,310288,"levers_1",0,"image-keyboard-response",NA,NA,"1","causal",1,1
"32","0182-da6faa71-2698-413d-bb20-2b214d5df4a8","pulleys_2.8624-cf726450-c50a-42ab-a8d5-99b5d0ad0a98",8,3,2,2,15,0.2,0.133333333333333,0.133333333333333,0.533333333333333,"5ff8e4286e524f75b8b22df3","[' ']","1","explanatory",NA,"pilot7",0,1610146856812,6,"8624-cf726450-c50a-42ab-a8d5-99b5d0ad0a98","intervention_patch",NA,"sona",NA,6512,NA,NA,1610146850300,1610146844296,337658,"pulleys_2",2,"image-keyboard-response",NA,NA,"1","noncausal",1,0
"33","0182-da6faa71-2698-413d-bb20-2b214d5df4a8","levers_2.5369-de50eae9-8b3d-44d0-89c1-b279c4fea591",10,1,1,0,12,0.0833333333333333,0.0833333333333333,0,0.833333333333333,"5ff8e4566e524f75b8b22df9","[' ']","1","depictive",NA,"pilot7",0,1610146902231,6,"5369-de50eae9-8b3d-44d0-89c1-b279c4fea591","intervention_patch",NA,"sona",NA,7658,NA,NA,1610146894573,1610146888569,383077,"levers_2",5,"image-keyboard-response",NA,NA,"0","causal",0,1
"34","0182-da6faa71-2698-413d-bb20-2b214d5df4a8","gears_2.1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e",9,3,3,0,15,0.2,0.2,0,0.6,"5ff8e4476e524f75b8b22df6","[' ']","1","depictive",NA,"pilot7",0,1610146887565,6,"1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e","intervention_patch",NA,"sona",NA,10729,NA,NA,1610146876836,1610146870833,368412,"gears_2",4,"image-keyboard-response",NA,NA,"1","noncausal",1,0
"35","0182-da6faa71-2698-413d-bb20-2b214d5df4a8","pulleys_1.8099-977cb375-6430-4168-9a78-d0ac87428542",18,11,6,21,56,0.196428571428571,0.107142857142857,0.375,0.321428571428571,"5ff8e41b6e524f75b8b22df2","[' ']","1","explanatory",NA,"pilot7",1,1610146843293,6,"8099-977cb375-6430-4168-9a78-d0ac87428542","intervention_patch",NA,"sona",NA,6844,NA,NA,1610146836449,1610146830446,324139,"pulleys_1",1,"image-keyboard-response",NA,NA,"0","noncausal",0,0
"36","0182-da6faa71-2698-413d-bb20-2b214d5df4a8","gears_1.8311-fcc6caca-cdbd-4ff0-9415-77b90229a1f1",4,3,4,0,11,0.272727272727273,0.363636363636364,0,0.363636363636364,"5ff8e4356e524f75b8b22df4","[' ']","1","depictive",NA,"pilot7",0,1610146869828,6,"8311-fcc6caca-cdbd-4ff0-9415-77b90229a1f1","intervention_patch",NA,"sona",NA,6008,NA,NA,1610146863820,1610146857816,350675,"gears_1",3,"image-keyboard-response",NA,NA,"0","causal",0,1
"37","0203-23cf6544-81a8-494c-82cb-b16a8be70121","pulleys_1.3420-94c6faa4-2c3d-4f6f-a409-e9484a130847",20,8,7,0,35,0.228571428571429,0.2,0,0.571428571428571,"6047cdd287b1e97510af6df1","[' ']","26","depictive",1,"pilot11",1,1615318484972,6,"3420-94c6faa4-2c3d-4f6f-a409-e9484a130847","intervention",NA,"sona",NA,22273,NA,NA,1615318462699,1615318456693,328338,"pulleys_1",3,"image-keyboard-response",1957,"94edbf1cbf524148b93e396bc6194eae","0","noncausal",0,0
"38","0203-23cf6544-81a8-494c-82cb-b16a8be70121","levers_2.5369-de50eae9-8b3d-44d0-89c1-b279c4fea591",10,1,1,0,12,0.0833333333333333,0.0833333333333333,0,0.833333333333333,"6047ce0087b1e97510af6df5","[' ']","26","depictive",2,"pilot11",0,1615318530888,6,"5369-de50eae9-8b3d-44d0-89c1-b279c4fea591","intervention",NA,"sona",NA,24781,NA,NA,1615318506107,1615318500098,374254,"levers_2",5,"image-keyboard-response",1957,"94edbf1cbf524148b93e396bc6194eae","0","causal",0,1
"39","0203-23cf6544-81a8-494c-82cb-b16a8be70121","pulleys_2.8624-cf726450-c50a-42ab-a8d5-99b5d0ad0a98",8,3,2,2,15,0.2,0.133333333333333,0.133333333333333,0.533333333333333,"6047cdb587b1e97510af6ded","[' ']","26","explanatory",1,"pilot11",1,1615318455679,6,"8624-cf726450-c50a-42ab-a8d5-99b5d0ad0a98","intervention",NA,"sona",NA,12045,NA,NA,1615318443634,1615318437629,299044,"pulleys_2",2,"image-keyboard-response",1957,"94edbf1cbf524148b93e396bc6194eae","1","causal",1,1
"40","0203-23cf6544-81a8-494c-82cb-b16a8be70121","gears_1.1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3",2,4,4,0,10,0.4,0.4,0,0.2,"6047cda287b1e97510af6de8","[' ']","26","depictive",4,"pilot11",1,1615318436619,6,"1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3","intervention",NA,"sona",NA,7242,NA,NA,1615318429377,1615318423370,279984,"gears_1",1,"image-keyboard-response",1957,"94edbf1cbf524148b93e396bc6194eae","0","noncausal",0,0
"41","0203-23cf6544-81a8-494c-82cb-b16a8be70121","gears_2.3420-94c6faa4-2c3d-4f6f-a409-e9484a130847",8,7,3,4,22,0.318181818181818,0.136363636363636,0.181818181818182,0.363636363636364,"6047cd9487b1e97510af6de5","[' ']","26","explanatory",3,"pilot11",1,1615318422358,6,"3420-94c6faa4-2c3d-4f6f-a409-e9484a130847","intervention",NA,"sona",NA,2832,NA,NA,1615318419526,1615318413521,265723,"gears_2",0,"image-keyboard-response",1957,"94edbf1cbf524148b93e396bc6194eae","1","causal",1,1
"42","0203-23cf6544-81a8-494c-82cb-b16a8be70121","levers_1.0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538",0,8,0,4,12,0.666666666666667,0,0.333333333333333,0,"6047cde187b1e97510af6df3","[' ']","26","explanatory",2,"pilot11",1,1615318499089,6,"0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538","intervention",NA,"sona",NA,7098,NA,NA,1615318491991,1615318485982,342454,"levers_1",4,"image-keyboard-response",1957,"94edbf1cbf524148b93e396bc6194eae","1","causal",1,1
"43","0231-8d2fecf3-6577-4d39-aa23-959ffe5b8b54","pulleys_1.0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538",11,4,3,1,19,0.210526315789474,0.157894736842105,0.0526315789473684,0.578947368421053,"6047d2a787b1e97510af6e67","[' ']","46","depictive",1,"pilot11",0,1615319719644,6,"0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538","intervention",NA,"sona",NA,6869,NA,NA,1615319712775,1615319706754,252427,"pulleys_1",1,"image-keyboard-response",1957,"94edbf1cbf524148b93e396bc6194eae","0","causal",0,1
"44","0231-8d2fecf3-6577-4d39-aa23-959ffe5b8b54","pulleys_2.9393-2960082e-f208-4821-ac8e-759fbc3f4d02",1,2,2,0,5,0.4,0.4,0,0.2,"6047d2b887b1e97510af6e68","[' ']","46","depictive",1,"pilot11",0,1615319736268,6,"9393-2960082e-f208-4821-ac8e-759fbc3f4d02","intervention",NA,"sona",NA,9598,NA,NA,1615319726670,1615319720656,269051,"pulleys_2",2,"image-keyboard-response",1957,"94edbf1cbf524148b93e396bc6194eae","1","noncausal",1,0
"45","0231-8d2fecf3-6577-4d39-aa23-959ffe5b8b54","levers_1.0366-5aa209bd-fda5-4afd-b896-9371d73ab1df",3,7,5,10,25,0.28,0.2,0.4,0.12,"6047d29987b1e97510af6e66","[' ']","46","explanatory",2,"pilot11",0,1615319705744,6,"0366-5aa209bd-fda5-4afd-b896-9371d73ab1df","intervention",NA,"sona",NA,1408,NA,NA,1615319704336,1615319698325,238527,"levers_1",0,"image-keyboard-response",1957,"94edbf1cbf524148b93e396bc6194eae","1","noncausal",1,0
"46","0231-8d2fecf3-6577-4d39-aa23-959ffe5b8b54","gears_1.0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1",5,2,2,0,9,0.222222222222222,0.222222222222222,0,0.555555555555556,"6047d2c587b1e97510af6e69","[' ']","46","depictive",4,"pilot11",0,1615319749132,6,"0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1","intervention",NA,"sona",NA,5840,NA,NA,1615319743292,1615319737281,281915,"gears_1",3,"image-keyboard-response",1957,"94edbf1cbf524148b93e396bc6194eae","0","causal",0,1
"47","0231-8d2fecf3-6577-4d39-aa23-959ffe5b8b54","levers_2.5235-eb1c8b46-bab0-42e7-8fea-bc50850cd0de",9,3,5,0,17,0.176470588235294,0.294117647058824,0,0.529411764705882,"6047d2da87b1e97510af6e6c","[' ']","46","depictive",2,"pilot11",0,1615319770812,6,"5235-eb1c8b46-bab0-42e7-8fea-bc50850cd0de","intervention",NA,"sona",NA,1553,NA,NA,1615319769259,1615319763255,303595,"levers_2",5,"image-keyboard-response",1957,"94edbf1cbf524148b93e396bc6194eae","0","causal",0,1
"48","0231-8d2fecf3-6577-4d39-aa23-959ffe5b8b54","gears_2.2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e",6,3,3,0,12,0.25,0.25,0,0.5,"6047d2d287b1e97510af6e6a","[' ']","46","depictive",3,"pilot11",1,1615319762239,6,"2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e","intervention",NA,"sona",NA,6076,NA,NA,1615319756163,1615319750144,295021,"gears_2",4,"image-keyboard-response",1957,"94edbf1cbf524148b93e396bc6194eae","1","causal",1,1
"49","0279-a657a017-ec93-44e5-bf5e-d25784c0073c","gears_1.8311-fcc6caca-cdbd-4ff0-9415-77b90229a1f1",4,3,4,0,11,0.272727272727273,0.363636363636364,0,0.363636363636364,"604749ff87b1e97510af6ce0","[' ']","11","depictive",4,"pilot11",0,1615284735425,6,"8311-fcc6caca-cdbd-4ff0-9415-77b90229a1f1","intervention",NA,"sona",NA,3060,NA,NA,1615284732365,1615284726346,314977,"gears_1",1,"image-keyboard-response",1957,"94edbf1cbf524148b93e396bc6194eae","0","causal",0,1
"50","0279-a657a017-ec93-44e5-bf5e-d25784c0073c","levers_2.0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1",0,3,2,8,13,0.230769230769231,0.153846153846154,0.615384615384615,0,"60474a0987b1e97510af6ce1","[' ']","11","explanatory",2,"pilot11",0,1615284745386,6,"0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1","intervention",NA,"sona",NA,2925,NA,NA,1615284742461,1615284736435,324938,"levers_2",2,"image-keyboard-response",1957,"94edbf1cbf524148b93e396bc6194eae","0","causal",0,1
"51","0279-a657a017-ec93-44e5-bf5e-d25784c0073c","pulleys_1.4032-8dfa87ba-2459-483b-a538-b02c05bbdab2",7,5,6,3,21,0.238095238095238,0.285714285714286,0.142857142857143,0.333333333333333,"60474a3287b1e97510af6ce3","[' ']","11","explanatory",1,"pilot11",0,1615284786303,6,"4032-8dfa87ba-2459-483b-a538-b02c05bbdab2","intervention",NA,"sona",NA,11997,NA,NA,1615284774306,1615284768298,365856,"pulleys_1",4,"image-keyboard-response",1957,"94edbf1cbf524148b93e396bc6194eae","0","causal",0,1
